Sl.No,Material,DESCRIPTION,MRP(Rs),REMARKS
3029,590320/A,"STICKER TOOLBOX350(BULLET,ELECTRA)CHROME",379.00,New BVI
3030,590321/A,TOOL BOX 500 BULLET (CHROME),379.00,New BVI
3031,590322/A,STICKER FUEL TANK ELECTRA (GOL,713.00,New BVI
3032,590323/A,STICKER FUEL TANK ELECTRA (CHR,713.00,New BVI
3033,590326/A,TOOL BOX CLA350 RH J,53.00,New BVI
3034,590327/A,TOOL BOX CLA350 LH J,53.00,New BVI
3035,590328/A,STICKER LH-TOOL BOX(BLACK) CL350,171.00,New BVI
3036,590329/A,STICKER RH-AIR FILTER BOX(BLACK) CL350,171.00,New BVI
3037,590330/A,STICKER LH-TOOL BOX(,171.00,New BVI
3038,590331/A,STICKER RH-AIR FILTER BOX(BLACK) CL500,171.00,New BVI
3039,590332/A,STICKER LH-TOOL BOX(SILVER) CL350,171.00,New BVI
3040,590333/A,STICKER RH-AIR FILTER BOX(SILVER) CL350,171.00,New BVI
3041,590334/A,STICKER LH-TOOL BOX(SILVER),171.00,New BVI
3042,590335/A,STICKER RH-AIR FILTE,171.00,New BVI
3043,590336/A,TANK STICKER RH (SILVER),220.00,New BVI
3044,590337/A,TANK STICKER LH(SILVER),220.00,New BVI
3045,590338/B,STICKER FMG  MRN CHR,484.00,New BVI
3046,590339/B,STICKER FMG BLK CHRO,1725.00,New BVI
3047,590340/B,STICKER RMGUARD MARO,484.00,New BVI
3048,590341/B,"STICKER RMG BLK CHR,",484.00,New BVI
3049,590343/A,STICKER CLASSIC ARMY RMGUARD,23.00,New BVI
3050,590344/B,STICKER-REAR MUDGUAR,484.00,New BVI
3051,590345/B,STICKER-FRONT MUDGUA,484.00,New BVI
3052,590346/A,STICEKR TOOL BOX 350 ELECTRA (,379.00,New BVI
3053,590353/A,SEAT ASSY BULLET,2430.00,New BVI
3054,590354/A,KEY BLANK (SET),124.00,
3055,590431/A,BULLET SPEEDOMETER (,1063.00,New BVI
3056,590433/A,BULLET WARNING INDIC,327.00,New BVI
3057,590499/A,TOOL BOX STICKER RH-ASH 350,47.00,New BVI
3058,590500/A,TOOL BOX STICKER LH-ASH 350,47.00,New BVI
3059,590501/A,TANK STICKER LH ASH,221.00,New BVI
3060,590502/A,TANK STICKER RH ASH,221.00,New BVI
3061,590504,MUDGUARD REAR  PLATE,2399.00,New BVI
3062,590531/A,STICKER FRONT M/G - CHROME MRN,484.00,New BVI
3063,590532/A,STICKER REAR M/G - CHROME MRN,484.00,New BVI
3064,590533,REAR MUDGUARD COMP W,3103.00,New BVI
3065,590534,FRONT MUDGUARD W/STICKER(CHROME/MAROON,2521.00,New BVI
3066,590550,FRONT MUDGUARD W/STI,2521.00,New BVI
3067,590551,REAR MUDGUARD COMP W,3103.00,New BVI
3068,590906/C,HEX SOCKET HEAD SCREW M6X1X14,6.00,
3069,591001/A,FORK END R.H,1631.00,
3070,591002/A,FORK END L.H,1631.00,
3071,591008/C,INTEGRAL HARNESS,7395.00,
3072,591009/C,WARNING INDICATOR,318.00,New BVI
3073,591011/E,TAIL LAMP UCE,259.00,
3074,591012/A,FRONT FORK ASSY L.H,3118.00,
3075,591021/A,FRONT FORK ASSY RH,3118.00,
3076,591023/A,REAR NO PLATE BEADING-C5,25.00,
3077,591029/E,SPRING SEAT ASSY -C5,464.00,
3078,591030/C,COVER -SEAT RIDER,153.00,
3079,591047/A,TOOL BOX STICKER RH,26.00,
3080,591058/C,THIGH PAD RH,380.00,Old BVI-Stock avl at warehouse
3081,591059/C,THIGH PAD LH,380.00,Old BVI-Stock avl at warehouse
3082,591060/A,TANK STICKER L.H,207.00,Old BVI-Stock avl at warehouse
3083,591061/A,CAP ASSY FUEL TANK,343.00,
3084,591066/F,SPLIT SEAT ASSY - RIDER,1402.00,New BVI
3085,591069/A,COMMON KEY SET,788.00,
3086,591071/A,TANK STICKER RH,207.00,Old BVI-Stock avl at warehouse
3087,591073/A,CAP SWING PIVOT,49.00,
3088,591074/C,BRAKE PEDAL COMP,525.00,
3089,591077/F,SPLIT SEAT ASSY - PI,1223.00,
3090,591099/A,TAIL LAMP BEADING - C5,11.00,
3091,591156/B,BATTERY -VE CABLE,126.00,
3092,591159/B,EXHAUST PIPE ASSY,2356.00,
3093,591163/A,SILENCER BRACKET FRONT,53.00,
3094,591179/D,C5 SILENCER CAT ASSY,38000.00,
3095,591180/A,REAR MUDGAURD STICKER,16.00,Old BVI-Stock avl at warehouse
3096,591181/A,TOOL BOX  STICKER LH,32.00,
3097,591182/A,TANK STICKER  TOP,29.00,Old BVI-Stock avl at warehouse
3098,591197/C,PILLION HANDLE,174.00,
3099,591199/E,RIDER SEAT SUB ASSEMBLY - CLASSIC,2391.00,
3100,591205/A,FRONT WHEEL ASSY-C5,17532.00,
3101,591206/A,RIM FRONT - C5,876.00,
3102,591207/B,FRONT SPOKES SHORT,20.00,
3103,591208/B,FRONT SPOKES LONG,21.00,
3104,591209/A,REAR WHEEL ASSY-C5,22548.00,
3105,591210/A,RIM REAR,1183.00,
3106,591211/A,SPOKES INNER REAR,19.00,
3107,591212/A,SPOKES OUTER REAR,31.00,
3108,591215/A,BULB HOLDER CUM WIRES,77.00,
3109,591216/A,LENS & REFLECTOR T/L CLASSIC (,330.00,
3110,591220/B,FUSE BOX ADD-ON,203.00,
3111,591221/A,POWER RELAY ADD-ON,130.00,
3112,591222/B,BATTERY +VE CABLE,91.00,
3113,591317/B,MOTOR CABLE,129.00,
3114,591340/B,RUBBER-ECU MTG.,29.00,
3115,591341/A,FUSE CARRIER RUBBER-HOLDER,22.00,
3116,591345/C,SHORT SILENCER ASSY ,2683.00,
3117,591352/A,GROMMET,17.00,
3118,591357/C,RELAY STARTER C5,595.00,
3119,591384/A,GASKET AIR FILTER,34.00,
3120,591413/A,HANDLE BAR ASSY C5,2383.00,
3121,591414/A,HANDLE BAR COMP,419.00,
3122,591415/A,SQUARE-STUD - DOM,64.00,
3123,591418/C,SEAT HINGE MTG ASSY,68.00,
3124,591421/A,SILENT BLOCK,220.00,
3125,591423/A,SILENT BLOCK BRACKET ASSY,291.00,
3126,591425/A,SLEEVE LH C5,149.00,
3127,591428/B,SLEEVE RH C5,149.00,
3128,591433/A,HEADLAMP ASSY,651.00,
3129,591434/A,BULB PARKING 12V- 4W (M),84.00,
3130,591435/A,SPEEDOMETER -KMPH,837.00,
3131,591439/A,FOOT REST ASSY C5,149.00,
3132,591441/B,SLOTTED ROUND HEAD SCREW M6 X 16,8.00,
3133,591442/A, BULB HALOGEN 12V-60,191.00,
3134,591451/A,LEVER ASSY C5,69.00,
3135,591456/A,STIFFNER PLATE COMP,59.00,
3136,591462/A,FLANGE HEX BOLT M8X1.25X75 (C5),17.00,
3137,591463/A,"HARNESS , MAIN CABLE C5",4864.00,
3138,591470/A,RUBBER TUBE AIR FILTER-C5,154.00,
3139,591492/A,INLET BELLOW,70.00,
3140,591493/A,HOSE CLIP - C5,35.00,
3141,591494/A,NEUTRAL SWITCH,89.00,
3142,591498/A,"TRAFFICATOR ASSY, LH REAR",363.00,
3143,591508/A,ADAPTOR,109.00,
3144,591512/A,MAIN SPRING,361.00,
3145,591513/A,WASHER,6.00,
3146,591521/A,ROTOR PLATE -CABLE HANDLE BAR,7.00,
3147,591522/A,PAN HEAD SCREW M5X10 ROTOR PLATE,6.00,
3148,591524/B,PILLION SEAT SUB ASSY C5 - DESERT STORM,4278.00,
3149,591533/A,SHORT SILENCER - CLIP ASSY,44.00,
3150,591556/A,PIECE MUDGUARD,110.00,
3151,591559/B,MAIN CABLE C5 &B5,7843.00,
3152,591560/B,HARNESS TAILLIGHT CLASSIC350 500CC,135.00,
3153,591561/B,RELAY STARTER CLASSIC350 500CC,526.00,
3154,591563/A,TRAFFICATOR ASSY RH REAR,358.00,
3155,591564/A,TRAFFICATOR ASSY LH REAR,392.00,
3156,591565/A,TRAFFICATOR ASSY RH FRONT,358.00,
3157,591566/A,TRAFFICATOR ASSY LH FRONT,358.00,
3158,591567/A,FUSE BOX ADDON CLASSIC500CC,210.00,
3159,591577/A,FLANGED HEX BOLT-M6X1X27,19.00,
3160,591578/A,FLANGED HEX BOLT-M6X1X35,15.00,
3161,591587/A,FUSE BLADE TYPE-20AMPS,14.00,
3162,591593/C,Silent block Assy Rider seat C5,719.00,
3163,591603/E,FRONT WHEEL ASSY,10440.00,
3164,591604/B,REAR WHEEL ASSY,6045.00,
3165,591608/A,WASHER - RIDER SEAT ASSY.,6.00,
3166,591614/B,BRAKE LIGHT SWITCH ASSY,67.00,
3167,591621/A,CANISTER,1681.00,
3168,591634/A,T CONNECTOR,778.00,
3169,591637/A,HOSE (PURGE VALVE & CANISTER),600.00,
3170,591638/A,HOSE (CANISTER & T CONNECTOR),1525.00,
3171,591639/A,HOSE (T CONNECTOR & THROTTLE BODY),265.00,
3172,591642/A,HOSE (FUEL TANK & PURGE VALVE),78.00,
3173,591643/A, HOSE-CANISTER VENT,61.00,
3174,591645/B,BRACKET -CANISTER LOCK,34.00,
3175,591647/A,COMMON KEY SET C5 CALIFORNIA,1222.00,
3176,591664/A,BRACKET - FRONT MTG,85.00,
3177,591667/B,CHAIN GUARD,85.00,
3178,591668/B,BRACKET CHAIN GUARD,47.00,
3179,591671/C,INLET BELLOW,95.00,
3180,591674/A,HEAT SHIELD ASSY,220.00,
3181,591681/C,COVER- AIR FILTER BO,296.00,
3182,591682/A,BRACKET -CANISTER MTG,65.00,
3183,591683/D,SIDE STAND ASSY,261.00,
3184,591684/B,HANDLE BAR ASSEMBLY CLASSIC 500,2622.00,
3185,591686/A,"ADD ON LEAD, RELAY STARTER",56.00,
3186,591687/A,ADD ON LEAD,76.00,
3187,591688/A,"ADD ON LEAD, PILOT LAMP",73.00,
3188,591689/A,"ADD ON LEAD, IGNITION SWITCH",76.00,
3189,591690/A,"ADD ON LEAD, FUSE BOX",181.00,
3190,591692/E,BATTERY CARRIER ASSY,431.00,
3191,591697/A,STICKER ROYAL MAROON REAR MUDGUARD,788.00,Old BVI-Stock avl at warehouse
3192,591700/A,ADAPTOR -PURGE VALVE LH,32.00,
3193,591701/A,ADAPTOR -PURGE VALVE RH,32.00,
3194,591702/A,HEX. BOLT M6X1.0X12.0,12.00,
3195,591703/A,ADAPTOR -PURGE VALVE STRAIGHT,24.00,
3196,591713/C,SIDE STAND ASSY,261.00,
3197,591720/A,PILLION FOOT REST ASSY (BOLT 50 MM),181.00,
3198,591723,SILENCER KIT(BS III)-CLASSIC 500 & 350,3083.00,AFTERMARKET PARTS-KIT
3199,591725/B,SHORT SILENCER KIT - C5,4050.00,
3200,591729/A,SPRING BAND CLAMP,27.00,
3201,591752,HEAT SHIELD KIT,406.00,
3202,591781/A,COMMON KEY SET-CLASSIC 500CC,941.00,
3203,591816/A,REAR COVER PLATE ASSY COMP - CLASSIC 500,964.00,
3204,591825,FORK BOLT,189.00,
3205,591828/A,FORK OIL SEAL,83.00,
3206,591829/A,FORK MAIN TUBE,1456.00,
3207,591837/A,IGNITION COIL,556.00,
3208,591838/A,POWER RELAY ADD-ON,84.00,
3209,591860/G,SILENCER 500 CLASSIC PLATED DO,3482.00,
3210,591865/A,BRACKET FRONT -  SILENCER,59.00,
3211,591871/C,SILENCER GUARD PLATED CLASSIC 500,460.00,
3212,591873/A,PILOT LAMP WITH BULB CLASSIC350 500CC,73.00,
3213,591874/A,BRACKET-DUAL IGNITION COIL,49.00,
3214,591875/A,STICKER RH AIR FILTER BOX CLASSIC 500,36.00,Old BVI-Stock avl at warehouse
3215,591876/A,STICKER LH TOOL BOX CLASSIC 500,31.00,Old BVI-Stock avl at warehouse
3216,591877/F,WIRING HARNESS CLASSIC 500CC,5177.00,
3217,591878/B,GUARD - EXHAUST,208.00,
3218,591879/A,DUAL IGNITION COIL ASSY CLASSIC 500CC,1038.00,
3219,591880/A,COMMON KEY SET CLASSIC500 CC,911.00,
3220,591883/A,PACKING FUEL CAP,21.00,
3221,591896/A,SINGLE END RING SPANNER 17MM,63.00,
3222,591897/B,TOOL KIT CLASSIC 350 & 500,303.00,SPECIAL TOOLS
3223,591903/B,SPEEDOMETER MPH C5,1007.00,
3224,591904/B,SPEEDOMETER KMPH C5,1007.00,
3225,591905/D,HEAD LAMP ASSY WITH BULB -RH,1093.00,
3226,591906/B,HEAD LAMP ASSY WITH BULB -LH - RHT,920.00,
3227,591934/B,STICKER TANK ARMY OLIVEGREEN,64.00,Old BVI-Stock avl at warehouse
3228,591936/B,STICKER TOOLBOX  RH ARMY OLIVEGREEN,62.00,Old BVI-Stock avl at warehouse
3229,591940/B,STICKER LH TOOLBOX ARMY OLIVEGREEN,62.00,Old BVI-Stock avl at warehouse
3230,591943/B,STICKER MUDGUARD ARMY OLIVEGREEN,23.00,
3231,591959/A,EXHAUST PIPE ASSY,1621.00,
3232,591972,screw,5.00,
3233,591975,STUD RELEASE LEVER,19.00,
3234,591976/A,BEADING,26.00,
3235,591978/A,UCE CHAIN GUARD,260.00,
3236,591980/A,K95 HORN LT,357.00,
3237,591981/A,K95 HORN HT,357.00,
3238,591982/A,EXTENSION TUBE,22.00,
3239,591985/A,"FRONT TYRE 90/90 - 19""",2009.00,
3240,591991/B,SIDE STAND SPRING,42.00,
3241,591992/B,SIDE STAND SPRING,40.00,
3242,591993/C,HANDLE BAR DOMESTIC (CLASSIC),419.00,
3243,591998/A,CAP FUEL TANK,7278.00,
3244,592012/B,SPOKES INNER REAR,8.00,
3245,592013/B,"SPOKES LONG OUTER - REAR 18"" RIM",8.00,
3246,592020/A,STICKER LH TOOL BOX CLASSIC 350,31.00,Old BVI-Stock avl at warehouse
3247,592021/A,STICKER RH AIR FILTER BOX CLASSIC 350C,31.00,Old BVI-Stock avl at warehouse
3248,592030/A,PLUG C5 CLASSIC 350 CC,15.00,
3249,592040/A,REAR WHEEL ASSEMBLY,6674.00,
3250,592041/A,FRONT WHEEL ASSEMBLY,8548.00,
3251,592078/A,SPOKES SHORT FRONT,6.00,
3252,592079/A, POKES LONG FRONT,6.00,
3253,592082/B,SILENCER 350 PLATED ETS,2861.00,
3254,592089/A,"TRAFFICATOR ASSY, LH REAR",151.00,
3255,592090/A,"TRAFFICATOR ASSY, RH REAR",151.00,
3256,592099/F,SPEEDOMETER (KMPH) CLASSIC 350,1403.00,New BVI
3257,592109/B,RUBBER BELLOW,66.00,
3258,592113/D,THROTTLE CABLE,210.00,
3259,592121/B,BRKT ASSY THROTTLE SWITCH,62.00,
3260,592125/A,FLYWHEEL MAGNETO ASSY,1870.00,
3261,592127/A,LID RESONATOR ASSY-CLASSIC 350,174.00,
3262,592132/B,BRACKET RESONATOR- CLASSIC 350,120.00,
3263,592140/B,BRACKET REFECTOR,18.00,
3264,592150/A,LEVER & HOLDER ASSY LH 350 - BLACK,336.00,
3265,592165/A,SHORT SILENCER ASSY - C350/C500,3219.00,
3266,592168/E,MAIN CABLE 350 ES,1330.00,
3267,592169/B,TRAFFICATOR REAR RH CLASSIC350 500CC,270.00,
3268,592170/B,TRAFFICATOR ASSY LH REAR,270.00,
3269,592171/C,TRAFFICATOR ASSY RH FRONT,235.00,
3270,592172/C,TRAFFICATOR ASSY LH FRONT,235.00,
3271,592173/C,AMMETER CLASSIC 350CC,237.00,New BVI
3272,592174/B,RR UNIT 3PHASE CLASSIC 350 & 500 CC,1139.00,
3273,592175/A,IGNITION COIL ASSY,552.00,
3274,592209/A,BRACKET THROTTLE SWITCH ASSY,44.00,
3275,592217/A,HANDLE BAR ASSY CLASSIC 350,2828.00,
3276,592221/A,FLYWHEEL MAGNETO 3 PHASE(BLUE),2200.00,
3277,592237/A,ROTOR ASSY,800.00,
3278,592238/B,DIGITAL TCI UNIT,947.00,
3279,592240/B,PLASTIC CHAIN GUARD ASSY,189.00,
3280,592241/B,FRONT FORK ASSY L.H,3118.00,
3281,592242/B,FRONT FORK ASSY RH,3118.00,
3282,592244/D,COMMON KEY SET CLASSIC 500 - TSNL TANK,1600.00,New BVI
3283,592245/D,COMMON KEY SET CLASSIC 350 - TSNL TANK,1451.00,New BVI
3284,592247/A,COMMON KEY SET-CLASSIC 350CC,911.00,
3285,592248/A,HLC ADAPTOR,133.00,
3286,592256/A,PAD-SPRING FRONT CALIPER,22.00,
3287,592281/A,BRAKE LEVER,150.00,
3288,592286/A,SLOTTED CHEESE HEAD SCREW,6.00,
3289,592287/A,SIDE STAND ASSY_POWDER COATED,225.00,
3290,592291/A,BRACKET ASSY RESONATOR MOUNTING  - CLASS,169.00,
3291,592296/A,BRACKET-REFLECTOR,11.00,
3292,592297/A,HEX HEAD COLLOR BOLT M6X1X14,16.00,
3293,592298/A,LOCK NUT M6X1X3,6.00,
3294,592300/A,CLUTCH LEVER,138.00,
3295,592363/B,Duel Seat pan assy,2309.00,
3296,592386/B,BULLET350 CENTER STAY LH,50.00,
3297,592387/B,BULLET350 CENTER STAY RH,50.00,
3298,592503/B,TRAFFICATOR ASSY RH FRONT ELECTRA & STD,241.00,
3299,592504/B,TRAFFICATOR ASSY LH FRONT ELECTRA & STD,241.00,
3300,592505/B,TRAFFICATOR ASSY RH REAR ELECTRA & STD U,241.00,
3301,592506/B,TRAFFICATOR ASSY LH REAR ELECTRA & STD U,241.00,
3302,592509/B,BRKT SILENCER,150.00,
3303,592510/A,HANDLE BAR ASSY  ELECTRA ES DISC,2021.00,
3304,592524/B,ENGINE STAEDY CYLINDER 350CC,41.00,
3305,592565/A,REAR WHEEL ASSY-ELECTRA UCE,6606.00,
3306,592566/C,AMMETER ELCTRA UCE,229.00,New BVI
3307,592567/A,COMMONKEY  ELCTRA UCE,738.00,
3308,592577/A,RESONATOR BOX UCE ELECTRA PLATED,1305.00,
3309,592593/A,SPRAG CLUTCH GEAR SET ASSY,4713.00,
3310,592595/A,BATTERY COVER CHROME PLATED,1030.00,
3311,592596/A,RUBBER GASKET - RESONATOR BOX,44.00,
3312,592602/A,COMMON KEY SET-BULLET & ELECTRA 350,748.00,
3313,592609/A,STRAP RESONATOR BOX,61.00,
3314,592610/A,BRACKET ASSY RESONATOR MOUNTING,196.00,
3315,592613/A,YOKE ASSY MOTOR-SILVER GREY(V),410.00,
3316,592615/A,BRACKET REAR SILENCER,106.00,
3317,592624/A,BRACKET FRONT SILENCER,89.00,
3318,592630/A,SPPEDODRIVE ASSY DISC BRAKE,177.00,
3319,592631/A,SPEEDODRIVE ASSY (PLASTIC),177.00,
3320,592638/A,TRAFFICATOR BRACKET LH,35.00,
3321,592639/A,TRAFFICATOR BRACKET RH,35.00,
3322,592656/A,HOSE CLIP -350 CC,49.00,
3323,592663/A,BULB 12V - 4W BA 7'S' CAP,21.00,
3324,592756/B,HANDLE BAR ASSY ELECTRA UCE KS,3052.00,
3325,592772/C,MAIN CABLE 350 KS,1463.00,
3326,592774/B,HEAD LAMP ASSY STD UCE,595.00,
3327,592798/B,RR UNIT ELECTRA UCE KS,866.00,
3328,592799/C,AMMETER  BULLET 350 UCE,229.00,New BVI
3329,592800/B,SPEEDOMETER BULLET 350 UCE,638.00,
3330,592805/A,SHORT SILENCER ASSY - ELECTRA UCE,1849.00,
3331,592824/A,DISC BRAKE SYSTEM - CL 500,4800.00,
3332,592827/A,ADD-ON LEAD BRAKE SWITCH,29.00,
3333,592842/A,SILENCER ASSY UCE ELECTRA /STD PLATED,2450.00,
3334,592856/C,BRACKET SILENCER,220.00,
3335,592857/A,ADD ON LEAD (DISC BRAKE ),45.00,
3336,592858/D,SILENCER ASSY UCE ELECTRA/STD PLATED NEW,3093.00,
3337,592861/B,ECU (500 EFI) WITH DOMESTIC PROGRAM,8672.00,
3338,592862/B,STICKER - ECU 500 DOMESTIC,1.00,
3339,592879/A,SHORT SILENCER ASSY - ELECTRA UCE - BS-I,2500.00,
3340,592893/B,GUARD - EXHAUST,168.00,
3341,592894/A,SILENCER  CLASSIC - 350 PLATED - JAPAN,3274.00,
3342,592897/C,COVER SIDE TUBE,11.00,
3343,592900/A,FLYWHEEL MAGNETO 1 PHASE(YELLOW),1787.00,
3344,592930/B,BATTERY CARRIER COMPLETE(TB 350/500),544.00,
3345,592951/C,BRACKET RESONATOR MOUNTING,133.00,
3346,592960/A,WHEEL MAGNETO ASSY 1P,2219.00,
3347,592968/A,BRACKET RH ASSY-HORN MTG,43.00,
3348,592969/A,BRACKET LH ASSY-HORN MTG,43.00,
3349,592992/A,SILENCER ASSY (TILT TYPE),1535.00,AFTERMARKET PARTS
3350,593000/C,"HEX.FLANGE BOLT,M8X1.25X38",15.00,
3351,593001/C,SPINDLE,435.00,
3352,593003/A,"DOME NUT,M8X40",128.00,
3353,593005/A,SCREW M6X15,5.00,
3354,593007/A,FLANGED HEX. BOLT M8 X 75,159.00,
3355,593008/A,FLANGED HEX. NUT M8X1.25,27.00,
3356,593009/C,FLANGED HEX BOLT M10X1.25X85,36.00,
3357,593010/C,FLANGED HEX. BOLT M10 X 60,32.00,
3358,593011/C,FLANGED HEX. NUT M10X1.25,8.00,
3359,593014/A,"FLANGED HEX.BOLT, M8X30",75.00,
3360,593015/A,"WASHER,BRAKE PEDAL",60.00,
3361,593017/A,PIN BRAKE ROD,19.00,
3362,593018/A,NUT,88.00,
3363,593020/B, HEX FLANGE BOLT M10X1.25X288,254.00,
3364,593021/B,HEX FLANGE BOLT M10X1.25X260,200.00,
3365,593022/C,HEX BOLT-M12 X 226,228.00,
3366,593023/A,"PLAIN WASHER,M12",18.00,
3367,593024/D,HEX NUT WITH NYLOCK M12X1.5,21.00,
3368,593029/D,FLANGED HEX BOLT M8*1.25*170,60.00,
3369,593031/E,SPLIT SEAT ASSY-RIDER,1759.00,
3370,593032/A,WASHER,18.00,
3371,593033/A,"DOME NUT,M8X45",133.00,
3372,593035/A,SPRING WASHER,7.00,
3373,593038/D,HEX NUT WITH NYLOCK INSERT M16X1.5,32.00,
3374,593039/D,SPACER PLATE COVER,80.00,
3375,593040/D, SPACER,152.00,
3376,593041/B,REAR SPINDLE LONG,334.00,
3377,593049/C,FLANGED HEX BOLT 1/2?*120,91.00,
3378,593050/C,"HEX NUT WITH NYLOCINSERT, 1/2""BSF",26.00,
3379,593054/A,HEX  HD. SCREW  M6 X 65 .,36.00,
3380,593055/A,HEX.NUT WITH NYLON INSERT   M6,8.00,
3381,593056/A,SPRING WASHER M8,4.00,
3382,593059/A,"BOLT,M6X16",7.00,
3383,593060/C,FLANGED HEX BOLT M8X1.25X120,36.00,
3384,593061/C,FLANGED HEX BOLT M8 X 1.25,32.00,
3385,593062/C,"SPACER, DISC SIDE",46.00,
3386,593063/C,SPACER,47.00,
3387,593067/B,STEADY BRACKET - NI-CR. PLATED,54.00,
3388,593070/C,BRAKE ROD,116.00,
3389,593072/B,LEVER ASSY,153.00,
3390,593074/C,OPERATING CAM,189.00,
3391,593075/D,OPERATING CAM,152.00,
3392,593076/C,SHOE PIN,51.00,
3393,593077/B,SPRING BUSH - NI-CR. PLATED,73.00,
3394,593083/B,FUEL TANK STICKER,52.00,Old BVI-Stock avl at warehouse
3395,593084/B,STICKER RH AIRFILTER BOX,45.00,Old BVI-Stock avl at warehouse
3396,593089/B,STICKER LH TOOL BOX,45.00,Old BVI-Stock avl at warehouse
3397,593090/C,FLANGE NYLOC TYPE NUT M6X1,7.00,
3398,593095/A,WASHER,8.00,
3399,593108/A,FLANGED HEAD BOLT WITH COLLOR,20.00,
3400,593109/A,"SPRING WASHER - 3/8""",5.00,
3401,593110/B," HEX.BOLT - 3/8"" X 45",25.00,
3402,593113/B,"HEX.BOLT - 3/8"" X 50",26.00,
3403,593114/B,MUDGUARD FRONT W/STICKER(CHROME/ MAROON),2683.00,
3404,593116/A,STICKER BLACK REAR MUDGUARD,788.00,Old BVI-Stock avl at warehouse
3405,593129,PILLION SEAT SUB ASSY C5  CROME,2875.00,
3406,593130/D,SPLIT SEAT ASSY-PILLION,1666.00,
3407,593142/C,ADJUSTER RH,53.00,
3408,593143/C,ADJUSTER LH,53.00,
3409,593144/A,FLANGED HEX. BOLT M8 X 55,17.00,
3410,593149/A,OUTER TUBE,2614.00,
3411,593150/A,OUTER TUBE,3004.00,
3412,593151/A,FRONT FORK ASSY-RH (IN LINE) CL 500,3378.00,
3413,593152/A,FRONT FORK ASSY-LH (IN LINE) CL 500,3279.00,
3414,593163/A,M12*1.5*45 HEX FLANGE BOLT,45.00,
3415,593165/A,M10X1.25X95.0 HEX FLANGE BOLT,33.00,
3416,593175/C,FRONT MUDGUARD- 500CC PLATED,2020.00,
3417,593176/A,MUDGUARD FRONT W/STICKER(CHROME/ MAROON),2578.00,
3418,593178/A,FT MUD STAY CENTER L,121.00,
3419,593179/A,FT MUD STAY CENTER R,121.00,
3420,593900/A,RIDER SEAT KIT ASSY - BROWN,3430.00,
3421,593904/A,FRONT MUDGUARD STICKER MAROON,464.00,Old BVI-Stock avl at warehouse
3422,593905/A,FRONT MUDGUARD STICKER BLACK,464.00,Old BVI-Stock avl at warehouse
3423,593921/C,FRONT WHEEL ASSY-CLASSIC CHROME,12861.00,
3424,593926/A,REAR WHEEL ASSY-CLASSIC CHROME,16587.00,
3425,593983,FUELTANK W/STICKER- C5 CHROME BLACK CALI,12438.00,
3426,593990/A,FORK PIPE SPINNING,2059.00,
3427,593991/A,SPACER TUBE,46.00,
3428,593992/A,GUIDE BUSH,111.00,
3429,593993/A,SLIDE BUSH,158.00,
3430,593994/A,PLAIN WASHER,12.00,
3431,594002/A,VT31 COVER FUEL TAP,255.00,
3432,594004/A,HANDLE BAR ASSY COMPLETE,3480.00,
3433,594005/B,HANDLE BAR (CLASSIC),631.00,
3434,594006/A,FRONT WHEEL ASSY-NT51,11600.00,
3435,594008/A,HEX BOLT M10 X 60-NT51,100.00,
3436,594009/B,NT51 HEX NYLOCK NUT M10,15.00,
3437,594013/A, REAR VIEW MIRROR  LH,310.00,
3438,594014/A,REAR VIEW MIRROR RH,310.00,
3439,594015/A,"TRAFFICATOR ASSY, LH, FRONT",447.00,
3440,594016/A,"TRAFFICATOR ASSY, RH, FRONT",525.00,
3441,594018/A,FORK END LH ASSY -NT,4449.00,
3442,594019/D,FORK END RH ASSY,4908.00,
3443,594029/A,NT 51 HEAD LAMP ASSY,5076.00,
3444,594030/C, INSTRUMENT CLUSTER,6281.00,New BVI
3445,594036/A,TAIL LAMP LED,2079.00,
3446,594038/A,WIRING HARNESS,6541.00,
3447,594042/A,REAR WHEEL ASSY - NT51,11383.00,
3448,594045/A,NT 51 REAR DISC PLATE,1958.00,
3449,594046/A,HEX SOCKET BUTTON HEAD M6 X 1 SCREW,8.00,
3450,594047/A,GEAR LEVER,515.00,
3451,594048/B,NT51 - SPROCKET-REAR DRIVE,957.00,
3452,594050/A,SPACER - DISC - SIDE,99.00,
3453,594051/A,SPACER-SPROCKET SIDE,133.00,
3454,594054/A,REAR CALIPER ASSY,5217.00,
3455,594055/A,MASTER CYLINDER ASSY,1805.00,
3456,594063/A,Cradle Tube Sub Assembly LH,3326.00,
3457,594065/A,PIVOT PIN - GEAR SHIFTER NT,80.00,
3458,594067/A,SPRING PEDAL RETURN,8.00,
3459,594071/A,DISC - FRONT,2181.00,
3460,594072/B,BRACKET - RR UNIT,49.00,
3461,594076/D,EXHAUST PIPE ASSY,6756.00,
3462,594077/B,SILENCER ASSY,3335.00,
3463,594078/B,CABLE GUIDE - SPEEDO CABLE,20.00,
3464,594079/B,BRACKET FRNT MNTG SILENCER,289.00,
3465,594087/A,SPINDLE SHORT,307.00,
3466,594088/A,REAR SPINDLE LONG,457.00,
3467,594089/B,NT51 FUEL HOSE,100.00,
3468,594091/B,TANK DêCOR - PLATE LH,139.00,
3469,594092/B,TANK DêCOR - PLATE RH,139.00,
3470,594094/A,SEAT LOCK WITH LATCH,2100.00,
